5
0.0 3.5 8.0 3.5 4.0 
3.5 0.0 8.0 6.5 5.0 
8.0 8.0 0.0 6.0 7.0 
3.5 6.5 6.0 0.0 3.0 
4.0 5.0 7.0 3.0 0.0 
0.0 -0.085164468000633 0.081478842787874 -0.042137010795663 -0.047603528827036 
-0.085164468000633 0.0 -0.005942701129909 0.085578731311404 -0.048970158334879 
0.081478842787874 -0.005942701129909 0.0 -0.135025072744819 0.160700609658599 
-0.042137010795663 0.085578731311404 -0.135025072744819 0.0 0.037084756075061 
-0.047603528827036 -0.048970158334879 0.160700609658599 0.037084756075061 0.0 
